Task ID,Epic,Story,Task Title,Labels,Description,Story Points,Priority,Dependencies,Reference Docs,Wireframe Files
E3-S1-T2,E3,E3-S1,[BE] 세미나 룸 생성 API,"[BE]","세미나 룸 생성 API, 3초 이내 생성 보장",2,P0,E3-S1-T1,04-feature-breakdown.md; 07-api-specification.md,
E3-S1-T3,E3,E3-S1,[BE] 실시간 알림 발송 (WebSocket),"[BE]","세션 시작 시 학생들에게 실시간 알림 발송",2,P0,E3-S1-T2,04-feature-breakdown.md; 07-api-specification.md,
E3-S1-T4,E3,E3-S1,[BE] 대기실 로직 구현,"[BE]","대기실 기능 - 교수 승인 후 입장 처리",2,P0,E3-S1-T2,04-feature-breakdown.md; 07-api-specification.md,
E3-S1-T5,E3,E3-S1,[FE] 세미나 입장 UI 개발,"[FE]","세션 입장 페이지, 장비 점검, 입장 버튼",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-001-session-prep.html; e3-live/live-002-student-join.html
E3-S1-T6,E3,E3-S1,[FE] 미디어 장치 선택/프리뷰 컴포넌트,"[FE]","카메라/마이크 선택, 미리보기 컴포넌트",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-001-session-prep.html
E3-S1-T7,E3,E3-S1,[FE] 대기실 UI 개발,"[FE]","대기실 페이지, 승인 대기 상태 표시",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-003-waiting-room.html; e3-live/live-004-waiting-manage.html
E3-S1SV-T1,E3,E3-S1-SV,[BE] 학생 뷰 WebRTC 연결 로직,"[BE]","학생 클라이언트 WebRTC 연결 처리",2,P0,E3-S1-T1,04-feature-breakdown.md; 07-api-specification.md,
E3-S1SV-T2,E3,E3-S1-SV,[BE] 손들기/반응 실시간 이벤트 처리,"[BE]","학생 손들기, 이모지 반응 WebSocket 이벤트",2,P0,E3-S1-T3,04-feature-breakdown.md; 07-api-specification.md,
E3-S1SV-T3,E3,E3-S1-SV,[FE] 학생 라이브 뷰 메인 레이아웃,"[FE]","학생용 라이브 세션 메인 레이아웃",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-004-student-view.html; e3-live/live-006-student-view.html
E3-S1SV-T4,E3,E3-S1-SV,[FE] 채팅/참여자/활동 탭 패널,"[FE]","학생용 사이드 패널 - 채팅, 참여자 목록, 활동",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-006-student-view.html
E3-S1SV-T5,E3,E3-S1-SV,[FE] 학생 컨트롤 바,"[FE]","학생용 하단 컨트롤 바 - 마이크, 카메라, 손들기",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-006-student-view.html
E3-S2-T1,E3,E3-S2,[BE] WebRTC 피어 연결 관리 로직,"[BE]","다중 참가자 WebRTC 피어 연결 관리",5,P0,E3-S1-T1,04-feature-breakdown.md; 02-technical-architecture.md,
E3-S2-T2,E3,E3-S2,[BE] SFU 아키텍처 구현,"[BE]","Selective Forwarding Unit 아키텍처 구현",5,P0,E3-S2-T1,04-feature-breakdown.md; 02-technical-architecture.md,
E3-S2-T3,E3,E3-S2,[BE] 대역폭 적응형 스트리밍 로직,"[BE]","네트워크 상태에 따른 자동 품질 조정",2,P0,E3-S2-T2,04-feature-breakdown.md; 02-technical-architecture.md,
E3-S2-T4,E3,E3-S2,[FE] 비디오 그리드 레이아웃 컴포넌트,"[FE]","참가자 비디오 그리드 레이아웃, 반응형",3,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-017-grid-view.html
E3-S2-T5,E3,E3-S2,[FE] 미디어 컨트롤 버튼 UI,"[FE]","카메라/마이크 토글 버튼 컴포넌트",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-005-professor-view.html
E3-S2-T6,E3,E3-S2,[FE] 발언자 감지 및 하이라이트,"[FE]","현재 발언자 비디오 하이라이트 표시",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-018-speaker-view.html
E3-S3-T1,E3,E3-S3,[BE] 화면 공유 스트림 처리 로직,"[BE]","화면 공유 스트림 SFU 통한 배포",2,P0,E3-S2-T2,04-feature-breakdown.md; 07-api-specification.md,
E3-S3-T2,E3,E3-S3,[BE] 화면 공유 권한 관리,"[BE]","화면 공유 권한 부여/해제 API",1,P0,E3-S3-T1,04-feature-breakdown.md; 07-api-specification.md,
E3-S3-T3,E3,E3-S3,[FE] getDisplayMedia API 통합,"[FE]","브라우저 화면 공유 API 통합",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,
E3-S3-T4,E3,E3-S3,[FE] 화면 공유 UI (선택 다이얼로그),"[FE]","화면/창/탭 선택 UI",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-007-screen-share-select.html
E3-S3-T5,E3,E3-S3,[FE] PIP 비디오 컴포넌트,"[FE]","화면 공유 중 발표자 PIP 비디오",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-008-screen-sharing.html
E3-S3-T6,E3,E3-S3,[FE] 화면 공유 뷰 레이아웃,"[FE]","화면 공유 시 레이아웃 변경",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-008-screen-sharing.html
E3-S4-T1,E3,E3-S4,[BE] 채팅 메시지 WebSocket 서버 구현,"[BE]","실시간 채팅 WebSocket 서버, 메시지 브로드캐스트",2,P0,,04-feature-breakdown.md; 07-api-specification.md,
E3-S4-T2,E3,E3-S4,[BE] 채팅 메시지 저장 로직,"[BE]","채팅 메시지 DB 저장, 히스토리 조회",1,P0,E3-S4-T1,04-feature-breakdown.md; 06-database-design.md,
E3-S4-T3,E3,E3-S4,[BE] 파일 업로드/다운로드 API,"[BE]","채팅 내 파일 공유 API (10MB 제한)",2,P0,,04-feature-breakdown.md; 07-api-specification.md,
E3-S4-T4,E3,E3-S4,[FE] 채팅 UI 컴포넌트 개발,"[FE]","채팅 패널, 메시지 목록, 입력창",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-009-chat-panel.html
E3-S4-T5,E3,E3-S4,[FE] DM 기능 구현,"[FE]","1:1 개인 메시지 기능",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-010-direct-message.html
E3-S4-T6,E3,E3-S4,[FE] 이모지 피커 통합,"[FE]","채팅 이모지 선택 피커",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,
E3-S4-T7,E3,E3-S4,[FE] 채팅 검색 UI,"[FE]","채팅 메시지 검색 기능",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,
E3-S5-T1,E3,E3-S5,[BE] 손들기 상태 관리 API,"[BE]","손들기 큐 관리 API, 순서 정렬",1,P0,,04-feature-breakdown.md; 07-api-specification.md,
E3-S5-T2,E3,E3-S5,[BE] 반응 이벤트 브로드캐스트,"[BE]","이모지 반응 실시간 브로드캐스트",1,P0,E3-S4-T1,04-feature-breakdown.md; 07-api-specification.md,
E3-S5-T3,E3,E3-S5,[FE] 손들기 버튼 및 큐 UI,"[FE]","손들기 버튼, 손든 학생 목록 (교수용)",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-012-hand-queue.html
E3-S5-T4,E3,E3-S5,[FE] 반응 버튼 UI,"[FE]","이모지 반응 버튼 패널",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-013-reactions.html; e3-live/live-014-reaction-display.html
E3-S5-T5,E3,E3-S5,[FE] 손든 학생 목록 (교수용),"[FE]","교수용 손든 학생 큐 목록, 지목 기능",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-012-hand-queue.html
E3-S6-T1,E3,E3-S6,[BE] 녹화 서버 구성,"[BE]","Jibri/커스텀 녹화 서버 구성",5,P1,E3-S1-T1,04-feature-breakdown.md; 02-technical-architecture.md,
E3-S6-T2,E3,E3-S6,[BE] 녹화 시작/종료 API,"[BE]","세션 녹화 시작/종료 API",2,P1,E3-S6-T1,04-feature-breakdown.md; 07-api-specification.md,
E3-S6-T3,E3,E3-S6,[BE] 비디오 인코딩 파이프라인,"[BE]","FFmpeg 기반 비디오 인코딩 파이프라인",3,P1,E3-S6-T2,04-feature-breakdown.md; 02-technical-architecture.md,
E3-S6-T4,E3,E3-S6,[BE] 클라우드 스토리지 연동,"[BE]","녹화본 S3 업로드 및 관리",2,P1,E3-S6-T3,04-feature-breakdown.md; 07-api-specification.md,
E3-S6-T5,E3,E3-S6,[BE] 자막 생성 (STT),"[BE]","Whisper/Google STT 기반 자동 자막 생성",3,P1,E3-S6-T4,04-feature-breakdown.md; 02-technical-architecture.md,
E3-S6-T6,E3,E3-S6,[FE] 녹화 컨트롤 UI,"[FE]","녹화 시작/종료 버튼, 녹화 상태 표시",1,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-015-recording-control.html
E3-S6-T7,E3,E3-S6,[FE] 녹화본 다시보기 플레이어,"[FE]","비디오 플레이어, 자막, 챕터 마커",3,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-016-recording-playback.html
E3-S7-T1,E3,E3-S7,[BE] 레이아웃 상태 동기화 API,"[BE]","참가자 레이아웃 상태 동기화 API",1,P1,,04-feature-breakdown.md; 07-api-specification.md,
E3-S7-T2,E3,E3-S7,[BE] 레이아웃 강제 변경 브로드캐스트,"[BE]","교수 레이아웃 강제 변경 브로드캐스트",1,P1,E3-S7-T1,04-feature-breakdown.md; 07-api-specification.md,
E3-S7-T3,E3,E3-S7,[FE] 그리드 뷰 컴포넌트,"[FE]","참가자 균등 그리드 레이아웃",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-017-grid-view.html
E3-S7-T4,E3,E3-S7,[FE] 발표자 뷰 컴포넌트,"[FE]","발표자 크게, 나머지 작게 레이아웃",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-018-speaker-view.html
E3-S7-T5,E3,E3-S7,[FE] 레이아웃 선택 UI,"[FE]","레이아웃 변경 드롭다운 메뉴",1,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e3-live/live-019-layout-dropdown.html
E4-S1-T1,E4,E4-S1,[BE] 투표 CRUD API 개발,"[BE]","투표 생성/조회/수정/삭제 API",2,P0,,04-feature-breakdown.md; 07-api-specification.md,
E4-S1-T2,E4,E4-S1,[BE] 투표 타입별 스키마 설계,"[BE]","객관식/다중선택/주관식/O/X 스키마 설계",1,P0,E4-S1-T1,04-feature-breakdown.md; 06-database-design.md,
E4-S1-T3,E4,E4-S1,[BE] 투표 시작/종료 실시간 이벤트,"[BE]","투표 시작/종료 WebSocket 이벤트",2,P0,E4-S1-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S1-T4,E4,E4-S1,[FE] 투표 생성 폼 UI,"[FE]","투표 생성 모달 폼, 타입 선택",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/poll-001-create-poll.html
E4-S1-T5,E4,E4-S1,[FE] 투표 타입별 입력 컴포넌트,"[FE]","각 투표 타입별 선택지 입력 컴포넌트",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/poll-001-create-poll.html
E4-S1-T6,E4,E4-S1,[FE] 템플릿 저장/불러오기 UI,"[FE]","투표 템플릿 저장 및 재사용 기능",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/poll-002-templates.html
E4-S2-T1,E4,E4-S2,[BE] 투표 응답 저장 API,"[BE]","학생 투표 응답 저장 API",1,P0,E4-S1-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S2-T2,E4,E4-S2,[BE] 실시간 응답률 브로드캐스트,"[BE]","투표 응답률 실시간 업데이트 브로드캐스트",1,P0,E4-S2-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S2-T3,E4,E4-S2,[BE] 투표 결과 집계 API,"[BE]","투표 결과 집계 및 통계 API",1,P0,E4-S2-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S2-T4,E4,E4-S2,[FE] 투표 응답 UI (학생용),"[FE]","학생용 투표 참여 팝업, 선택지",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/poll-003-participate.html
E4-S2-T5,E4,E4-S2,[FE] 결과 차트 컴포넌트,"[FE]","Chart.js 기반 투표 결과 차트 (막대/파이/워드클라우드)",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/poll-004-results.html; e4-active/poll-005-wordcloud.html
E4-S2-T6,E4,E4-S2,[FE] 정답/해설 표시 UI,"[FE]","퀴즈형 투표 정답 및 해설 표시",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/poll-004-results.html
E4-S3-T1,E4,E4-S3,[BE] 문제 CRUD API 개발,"[BE]","퀴즈 문제 생성/조회/수정/삭제 API",2,P0,,04-feature-breakdown.md; 07-api-specification.md,
E4-S3-T2,E4,E4-S3,[BE] 태그 및 카테고리 관리 API,"[BE]","문제 태그, 카테고리 관리 API",1,P0,E4-S3-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S3-T3,E4,E4-S3,[BE] 문제 가져오기/내보내기 로직,"[BE]","CSV/QTI 형식 문제 가져오기/내보내기",2,P0,E4-S3-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S3-T4,E4,E4-S3,[FE] 문제 은행 UI 개발,"[FE]","문제 은행 목록, 필터링, 검색",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/quiz-001-question-bank.html
E4-S3-T5,E4,E4-S3,[FE] 문제 유형별 에디터,"[FE]","객관식/주관식/참거짓/코딩 문제 에디터",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/quiz-002-edit-question.html
E4-S3-T6,E4,E4-S3,[FE] 문제 미리보기 컴포넌트,"[FE]","문제 미리보기 모달",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/quiz-002-edit-question.html
E4-S4-T1,E4,E4-S4,[BE] 퀴즈 세션 관리 API,"[BE]","퀴즈 세션 생성/시작/종료 API",2,P0,E4-S3-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S4-T2,E4,E4-S4,[BE] 답안 제출 및 채점 API,"[BE]","학생 답안 제출, 객관식 자동 채점",2,P0,E4-S4-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S4-T3,E4,E4-S4,[BE] 시간 제한 관리 로직,"[BE]","문제별/전체 시간 제한 관리",1,P0,E4-S4-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S4-T4,E4,E4-S4,[FE] 퀴즈 진행 UI 개발,"[FE]","퀴즈 풀기 전체 화면, 문제 표시, 답안 선택",3,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/quiz-003-taking.html
E4-S4-T5,E4,E4-S4,[FE] 타이머 컴포넌트,"[FE]","퀴즈 시간 제한 타이머 컴포넌트",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/quiz-003-taking.html
E4-S4-T6,E4,E4-S4,[FE] 결과 요약 UI,"[FE]","퀴즈 완료 후 점수 요약, 정오답 표시",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/quiz-004-results.html
E4-S5-T1,E4,E4-S5,[BE] 분반 생성/관리 API,"[BE]","분반(Breakout Room) 생성/수정/삭제 API",2,P0,,04-feature-breakdown.md; 07-api-specification.md,
E4-S5-T2,E4,E4-S5,[BE] 자동 배정 알고리즘 구현,"[BE]","랜덤/균등/성적 기반 자동 배정 알고리즘",2,P0,E4-S5-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S5-T3,E4,E4-S5,[BE] 분반 미디어 서버 연결 로직,"[BE]","분반별 독립 미디어 스트림 라우팅",3,P0,E4-S5-T1; E3-S2-T2,04-feature-breakdown.md; 02-technical-architecture.md,
E4-S5-T4,E4,E4-S5,[BE] 분반 타이머 및 알림,"[BE]","분반 타이머, 종료 알림 브로드캐스트",1,P0,E4-S5-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S5-T5,E4,E4-S5,[FE] 분반 설정 UI,"[FE]","분반 설정 모달 - 방 수, 배정 방식, 시간",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/brk-001-setup.html
E4-S5-T6,E4,E4-S5,[FE] 드래그 앤 드롭 배정 UI,"[FE]","수동 학생 배정 드래그앤드롭 인터페이스",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/brk-002-manual-assign.html
E4-S5-T7,E4,E4-S5,[FE] 분반 이동 트랜지션,"[FE]","분반 이동 시 화면 전환 애니메이션",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,
E4-S6-T1,E4,E4-S6,[BE] 분반 상태 조회 API,"[BE]","모든 분반 현황 조회 API (참여자 수, 활성도)",1,P0,E4-S5-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S6-T2,E4,E4-S6,[BE] 교수 분반 이동 로직,"[BE]","교수 분반 간 이동 처리 로직",2,P0,E4-S5-T3,04-feature-breakdown.md; 07-api-specification.md,
E4-S6-T3,E4,E4-S6,[BE] 브로드캐스트 메시지 API,"[BE]","분반 전체 메시지 브로드캐스트 API",1,P0,E4-S5-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S6-T4,E4,E4-S6,[FE] 분반 모니터링 대시보드 UI,"[FE]","교수용 분반 모니터링 대시보드",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/brk-003-monitor.html
E4-S6-T5,E4,E4-S6,[FE] 분반 이동 UI,"[FE]","교수 분반 이동 버튼/기능",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/brk-003-monitor.html
E4-S6-T6,E4,E4-S6,[FE] 브로드캐스트 메시지 UI,"[FE]","전체 분반 메시지 발송 모달",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/brk-003-monitor.html
E4-S6-T7,E4,E4-S6,[FE] 학생용 분반 참여 UI,"[FE]","학생 분반 토론 화면",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/brk-004-student-view.html
E4-S7-T1,E4,E4-S7,[BE] 화이트보드 실시간 동기화,"[BE]","CRDT 기반 화이트보드 실시간 동기화",5,P1,,04-feature-breakdown.md; 02-technical-architecture.md,
E4-S7-T2,E4,E4-S7,[BE] 화이트보드 저장/로드 API,"[BE]","화이트보드 상태 저장 및 로드 API",2,P1,E4-S7-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S7-T3,E4,E4-S7,[BE] 이미지 내보내기 API,"[BE]","화이트보드 PNG/PDF 내보내기 API",1,P1,E4-S7-T2,04-feature-breakdown.md; 07-api-specification.md,
E4-S7-T4,E4,E4-S7,[FE] 화이트보드 캔버스 컴포넌트,"[FE]","Excalidraw/Fabric.js 기반 화이트보드 캔버스",5,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/wb-001-whiteboard.html
E4-S7-T5,E4,E4-S7,[FE] 드로잉 도구 UI,"[FE]","펜/형태/텍스트/이미지 도구 패널",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/wb-001-whiteboard.html
E4-S7-T6,E4,E4-S7,[FE] 협업 커서 표시,"[FE]","다른 사용자 커서 실시간 표시",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/wb-001-whiteboard.html
E4-S8-T1,E4,E4-S8,[BE] 발언 큐 관리 API,"[BE]","소크라틱 토론 발언 순서 큐 관리 API",2,P1,,04-feature-breakdown.md; 07-api-specification.md,
E4-S8-T2,E4,E4-S8,[BE] 발언 시간 추적 로직,"[BE]","학생별 발언 시간 추적 및 제한 로직",1,P1,E4-S8-T1,04-feature-breakdown.md; 07-api-specification.md,
E4-S8-T3,E4,E4-S8,[BE] 균등 참여 분석 API,"[BE]","발언 기회 균등화 분석 API",1,P1,E4-S8-T2,04-feature-breakdown.md; 07-api-specification.md,
E4-S8-T4,E4,E4-S8,[FE] 발언 큐 UI,"[FE]","발언 대기 큐 목록 컴포넌트",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/soc-001-discussion.html
E4-S8-T5,E4,E4-S8,[FE] 발언 타이머 UI,"[FE]","발언 시간 제한 타이머 표시",1,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/soc-001-discussion.html
E4-S8-T6,E4,E4-S8,[FE] 질문 스레드 시각화,"[FE]","질문-응답 스레드 시각화 컴포넌트",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e4-active/soc-002-nominate.html
E5-S1-T1,E5,E5-S1,[BE] 객관식 채점 로직 개발,"[BE]","객관식 문제 자동 채점 로직, 부분 점수",1,P0,E4-S4-T2,04-feature-breakdown.md; 07-api-specification.md,
E5-S1-T2,E5,E5-S1,[BE] 정답률 통계 수집 로직,"[BE]","문항별 정답률 통계 집계 로직",1,P0,E5-S1-T1,04-feature-breakdown.md; 06-database-design.md,
E5-S1-T3,E5,E5-S1,[FE] 채점 결과 UI,"[FE]","정답/오답 시각적 표시, 점수 표시",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/grade-001-quiz-result.html
E5-S1-T4,E5,E5-S1,[FE] 해설 표시 컴포넌트,"[FE]","문제 해설 표시 컴포넌트",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/grade-001-quiz-result.html
E5-S2-T1,E5,E5-S2,[BE] NLP 모델 통합,"[BE]","BERT/Sentence-BERT 모델 통합, 의미 유사도 분석",5,P0,,04-feature-breakdown.md; 02-technical-architecture.md,
E5-S2-T2,E5,E5-S2,[BE] 유사도 계산 API,"[BE]","모범 답안과의 유사도 계산 API",2,P0,E5-S2-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S2-T3,E5,E5-S2,[BE] 키워드 분석 로직,"[BE]","필수 키워드 포함 여부 체크 로직",2,P0,E5-S2-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S2-T4,E5,E5-S2,[BE] 채점 결과 저장/수정 API,"[BE]","AI 채점 결과 저장, 교수 수정 반영 API",1,P0,E5-S2-T2,04-feature-breakdown.md; 07-api-specification.md,
E5-S2-T5,E5,E5-S2,[FE] AI 채점 결과 UI (교수용),"[FE]","AI 채점 결과 표시, 신뢰도, 점수 조정",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/ai-grade-001-review.html
E5-S2-T6,E5,E5-S2,[FE] 점수 수정 인터페이스,"[FE]","교수 점수 수정 및 피드백 입력 UI",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/ai-grade-001-review.html
E5-S3-T1,E5,E5-S3,[BE] 코드 실행 환경 구성,"[BE]","Judge0/Docker 기반 코드 실행 샌드박스 구성",5,P0,,04-feature-breakdown.md; 02-technical-architecture.md,
E5-S3-T2,E5,E5-S3,[BE] 테스트 케이스 실행 API,"[BE]","코드 실행 및 테스트 케이스 검증 API",2,P0,E5-S3-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S3-T3,E5,E5-S3,[BE] 시간/메모리 제한 로직,"[BE]","코드 실행 시간/메모리 제한 처리",1,P0,E5-S3-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S3-T4,E5,E5-S3,[BE] 표절 검사 로직,"[BE]","Moss 연동 코드 표절 검사 로직",2,P0,E5-S3-T2,04-feature-breakdown.md; 07-api-specification.md,
E5-S3-T5,E5,E5-S3,[FE] 코드 에디터 컴포넌트,"[FE]","Monaco Editor 기반 코드 에디터",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/code-001-submit.html
E5-S3-T6,E5,E5-S3,[FE] 실행 결과 UI,"[FE]","테스트 케이스 결과, 오류 메시지 표시",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/code-002-result.html
E5-S3-T7,E5,E5-S3,[FE] 표절 검사 결과 UI,"[FE]","표절 검사 결과 리포트 표시",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/code-003-plagiarism.html
E5-S4-T1,E5,E5-S4,[BE] 피드백 생성 로직,"[BE]","오답 기반 자동 피드백 생성 로직",2,P0,E5-S1-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S4-T2,E5,E5-S4,[BE] 학습 자료 추천 API,"[BE]","관련 학습 자료 추천 API",2,P0,E5-S4-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S4-T3,E5,E5-S4,[BE] 피드백 저장 API,"[BE]","피드백 히스토리 저장 API",1,P0,E5-S4-T1,04-feature-breakdown.md; 06-database-design.md,
E5-S4-T4,E5,E5-S4,[FE] 피드백 표시 UI,"[FE]","즉각 피드백 알림/카드 컴포넌트",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/feedback-001-instant.html
E5-S4-T5,E5,E5-S4,[FE] 추천 자료 카드 컴포넌트,"[FE]","관련 학습 자료 추천 카드",1,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/feedback-001-instant.html
E5-S5-T1,E5,E5-S5,[BE] 참여 이벤트 수집 로직,"[BE]","발언/채팅/투표/손들기 이벤트 수집 로직",2,P0,,04-feature-breakdown.md; 06-database-design.md,
E5-S5-T2,E5,E5-S5,[BE] 참여도 점수 계산 알고리즘,"[BE]","가중치 기반 참여도 점수 계산 알고리즘",2,P0,E5-S5-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S5-T3,E5,E5-S5,[BE] 가중치 설정 API,"[BE]","코스별 참여도 항목 가중치 설정 API",1,P0,E5-S5-T2,04-feature-breakdown.md; 07-api-specification.md,
E5-S5-T4,E5,E5-S5,[BE] 참여도 조회 API,"[BE]","교수/학생별 참여도 조회 API",1,P0,E5-S5-T2,04-feature-breakdown.md; 07-api-specification.md,
E5-S5-T5,E5,E5-S5,[FE] 참여도 가중치 설정 UI,"[FE]","교수용 참여도 항목 가중치 설정 UI",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/engage-001-settings.html
E5-S5-T6,E5,E5-S5,[FE] 학생용 참여도 대시보드,"[FE]","학생 본인 참여도 실시간 확인 대시보드",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/engage-002-dashboard.html
E5-S6-T1,E5,E5-S6,[BE] 동료 평가 CRUD API,"[BE]","동료 평가 생성/조회/수정/삭제 API",2,P2,,04-feature-breakdown.md; 07-api-specification.md,
E5-S6-T2,E5,E5-S6,[BE] 이상치 제거 알고리즘,"[BE]","편향된 평가 필터링 알고리즘",2,P2,E5-S6-T1,04-feature-breakdown.md; 07-api-specification.md,
E5-S6-T3,E5,E5-S6,[BE] 평가 결과 집계 로직,"[BE]","동료 평가 점수 집계 및 평균 계산",1,P2,E5-S6-T2,04-feature-breakdown.md; 07-api-specification.md,
E5-S6-T4,E5,E5-S6,[FE] 동료 평가 폼 UI,"[FE]","동료 평가 입력 폼, 루브릭 기반 평가",2,P2,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/peer-001-evaluate.html; e5-assessment/peer-001-evaluate-student.html
E5-S6-T5,E5,E5-S6,[FE] 평가 결과 요약 UI,"[FE]","동료 평가 결과 요약 페이지",1,P2,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/peer-002-result.html
E5-S6-T6,E5,E5-S6,[FE] 동료 평가 설정 UI,"[FE]","동료 평가 생성/설정 페이지",1,P2,,04-feature-breakdown.md; 08-ui-ux-design.md,e5-assessment/peer-001-setup.html
E6-S1-T1,E6,E6-S1,[BE] 실시간 참여 데이터 수집 서비스,"[BE]","세션 중 참여 이벤트 실시간 수집 서비스",2,P0,E5-S5-T1,04-feature-breakdown.md; 06-database-design.md,
